SampleID,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;Other,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;Other,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other;Other,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium],k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__rc4-4,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__;g__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;__;__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;__;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];__
ZA.M10.E84,4.162812475,5.864485348,3.70135138,1.108881407,4.861151158,0.255945748,2.690703544,5.615335737,3.000238736,4.117334446,1.563053487,1.789843294,0.368050528,1.294154037,3.00102942,0.2776233,2.83532436,2.644596174,0.73304484,-0.301657191,-0.715044309,0.616616925,0.009004736,-4.395336711,-6.396264892,-2.269124665,-2.435396457,-3.890241016,0.535469867,1.143246189,-0.766093236,-0.968360004,-3.145163547,-2.253298944,-2.791904538,-0.117429551,-3.919988022,-0.449391892,-4.941343799,-6.667736094,-1.528865467,-4.2366568
ZA.M11.E85,5.766403921,6.459170381,5.221629531,4.499038058,4.263706027,0.853799352,2.835760133,5.376548865,4.657674401,3.479945942,0.670479591,-0.555094205,1.694035673,0.918040788,-0.496507393,-0.065246889,2.829411477,1.546978542,1.079452272,2.2152834,1.363007698,1.816771926,-7.255610032,0.270726708,-1.378453063,-1.231866305,-1.376014453,-10.68423594,-3.414805619,-2.869819906,-3.414168397,-4.856918257,-2.604763648,-5.843261097,-0.998981969,-0.389097604,-2.866638448,-3.712771699,0.178762996,-2.799713735,-1.014760208,-0.167898817
ZA.M13.E87,5.160263422,6.197921905,4.542219988,5.943129607,4.117694617,4.124804753,2.518674989,3.842678363,3.564913077,2.099388377,1.408296487,1.535538168,1.146477752,0.904003184,2.416740137,3.232791532,0.817358045,0.209907832,1.277725743,-2.323072729,-2.61498775,-3.286446438,1.311386273,-4.987816377,-0.460176455,-0.065487394,-2.616606277,-3.113608419,-2.807308013,-1.873428992,-0.143860961,-4.781124941,-0.702881832,-0.526047034,-1.635106317,-2.707439167,-5.762718712,-2.547193231,-2.702420706,-2.924830067,-5.932126565,-1.857225876
ZA.M16.E90,5.97730406,7.599968805,6.670705337,6.239743657,6.376421199,6.870529703,4.361949665,6.829089283,5.718826004,1.423165917,1.102046392,3.600507439,3.892330368,-1.308784742,-4.000209633,5.916041133,2.712105016,1.932323064,4.382857047,-1.869383929,2.013447991,-8.107692173,3.934691577,0.334902631,0.040154837,-3.470733893,-0.20185979,-5.234515086,-0.132018097,-4.641096508,-6.747019736,-11.8544705,-1.792413022,-3.59114228,-0.84259601,-2.865597892,0.514373282,-1.278073629,-2.500236498,-4.560519181,-16.4577572,-6.987364608
ZA.M18.E92,6.786444571,7.85514609,6.023021824,6.214632102,6.401318152,3.916011032,4.789561974,6.680435008,5.523162571,2.241548721,1.647595281,1.339500636,3.407079197,1.193755056,-2.178154507,2.76902911,3.128992682,-3.069944005,0.393242902,-0.38389713,2.435979374,-6.292419546,-0.950177135,0.257881486,5.040307692,3.987239396,-14.71655712,-0.571735491,-2.347186857,-0.701007141,-1.893616639,-1.177225307,-1.560513339,-3.36117552,-8.263402583,-0.701052495,-7.513249786,-6.298464997,-2.65746423,-6.992945953,-6.809941011,-3.591754073
ZA.M22.E96,5.213875179,6.111010868,4.313498549,5.595627315,4.38092871,3.925880044,2.599939692,5.431734551,4.262415992,1.539267082,-0.063383477,3.752424889,2.340856986,-0.867634858,0.562480105,0.701519014,1.874554553,1.220394071,-1.086597918,-1.11325189,-0.778403967,0.198742938,-1.872440332,-1.940825171,0.435810127,3.080700839,0.682116327,-0.616940238,-0.841593731,-4.056748556,-1.535404963,-2.992766193,-1.90134776,-9.650241102,-2.93330721,-2.416984095,-5.277023276,-3.371223029,-4.874299413,-6.454660155,-3.687391803,0.108691301
ZA.M25.E99,6.976811408,6.56684131,6.008917229,4.404757403,6.23879395,1.818487502,3.417419772,7.169702857,3.530598596,0.336202139,1.38844911,1.428903769,-0.65336606,4.078589491,1.508466926,1.377446019,3.250521832,2.33251845,-0.700595861,1.008580921,0.571591905,-1.448404219,-3.115225269,0.924460581,-7.327589677,4.395131218,-2.472645882,-0.240680965,1.147848257,-3.729492564,-10.54489616,-0.318199062,-5.406501857,-4.886493392,0.817420341,-0.104837653,-3.772224388,-0.580790307,-2.734476673,-17.19571136,-2.028274632,-3.438055006
ZA.M6.E80,4.0461657,5.140133989,5.437163983,5.212631883,1.576271285,3.433701432,3.674182654,3.203127225,4.625077354,2.21065687,1.662231736,2.463969899,3.280607233,-0.073736641,-0.146705521,2.818426441,-0.752514487,-1.522628999,1.903187637,1.372839464,-1.700641522,-2.392435335,0.817820052,-0.550439788,-1.20270314,-1.441435588,0.219487133,-1.473735836,-7.331189245,-4.045122521,-2.733160545,-1.147010119,-1.909916178,-1.507810486,-5.910736151,-1.55827465,-4.998447743,-3.831700511,-2.07892431,-1.735948928,-3.680701746,0.628238019
ZB.H1.E26,5.01947037,6.428743123,4.290155921,4.233590076,3.562248739,3.215259317,1.069498314,5.333007473,2.264825477,-1.250787704,3.868117267,-4.286929968,1.781142729,4.742391431,4.679041236,3.535587274,1.694646358,1.772471451,-0.787519486,4.804935032,0.045453962,0.093786832,-2.41773786,1.167390386,-4.451714093,-2.039233328,-0.073475697,-5.824480278,-0.426260583,-2.639095041,-2.216333554,-2.438950792,-3.797833912,-0.288789157,-3.652146972,-10.34586022,-6.057457809,-0.209472305,-2.238685222,-1.199106477,-4.038186512,-2.921705801
ZB.H10.E35,6.711719562,6.69204542,3.998946524,5.509715097,5.391772754,3.325842082,2.291407226,5.570316341,4.278335801,4.495648868,1.754530199,2.894164918,1.827075596,1.026768843,4.008897757,3.407283945,1.940781658,2.334607866,0.434398701,2.134693387,-1.073656325,0.37913798,-2.537718172,-0.025701402,1.054292541,-4.463624776,-0.019803087,-3.12057572,-4.666478336,-0.40715967,-1.315151865,-4.396107825,-4.23506932,-12.88412891,-6.992012844,-0.887617991,0.366901078,-1.338937262,-4.035218103,-3.321621708,-10.15310842,-5.955592405
ZB.H11.E36,6.388920973,7.593561483,6.010125703,6.165115525,6.375530766,1.981971312,3.639689635,5.631699012,5.077220694,2.099326585,2.603501085,1.99215834,2.193330858,0.588482712,1.712172717,0.903938657,2.540557338,-1.369878169,3.868926372,1.429853467,-1.655178231,-1.666555936,-0.658273595,-0.873359072,-1.670814052,0.069900971,-2.119511755,-3.966166724,-8.207716626,-2.93584877,-3.017999702,-5.587409347,-2.915346699,-5.997617241,-1.524856538,-2.235271722,-4.007550456,-5.41345874,-0.729069272,-4.713060678,-4.800754866,-2.800286017
ZB.H12.E37,5.649531189,6.478575844,5.303418978,6.005407008,4.553815415,3.190031081,3.052284479,4.052777444,3.925844385,2.229299401,1.387656978,2.517797163,2.56838368,-1.770878404,0.160031243,-1.139337364,-0.306508948,-3.157888021,1.365097322,0.561191901,1.04817179,0.182695448,-1.526073513,0.024109792,0.791032687,0.050216128,-3.207138886,-1.576897706,-1.894807369,-4.857250127,-0.509628934,-4.412340771,-0.43020887,-2.627584122,-3.144220167,-1.183384762,-7.238528935,-2.214825533,-1.428785168,-3.993859797,-5.78055366,-2.696668303
ZB.H13.E38,6.076165783,7.289438237,5.431679734,6.715872363,5.880900285,3.930781796,4.427467296,4.075467791,5.101574148,-0.030499464,3.269116599,3.385851959,3.122986356,1.89198753,-0.976007613,-1.453694025,-3.453166075,-0.858622979,0.620793779,2.890029622,-1.120969965,2.149166212,2.893244132,-4.57261925,-0.911435215,-6.854906006,1.427812884,-2.531817931,-8.84444185,-1.569409897,-1.368527833,-1.265804749,-0.758233682,0.017119191,-8.411629353,-5.565046764,0.668365604,-4.70775038,-4.218946065,0.875488246,-10.57858738,-2.089193073
ZB.H14.E39,6.884700016,7.35568742,5.556097369,4.532375739,5.320038035,5.486732804,3.087111398,6.098828415,3.582228659,3.494747858,3.258019344,-2.364793745,-2.325082438,1.18468931,4.666862658,3.84493198,1.220389216,-0.436754004,3.590298135,0.102071161,-1.717225452,2.86838084,0.056995736,-5.192139027,1.182775345,-4.428845006,-3.18081718,-0.849250192,-2.431343057,-11.30389181,-4.418544269,-0.51720046,-5.226872641,-1.901538986,-1.695499425,-1.952376519,-1.295585178,-7.105809891,-2.13733163,-1.861529178,-2.795165932,-8.236365417
ZB.H15.E40,6.639452005,7.341161088,5.136785956,5.764943344,5.480382162,3.273410626,3.14474227,5.90957863,3.149232545,2.451344625,3.285002698,2.661007998,2.153818855,3.117442422,3.525439672,2.740504948,1.790517694,2.393178952,1.477939835,2.57503413,-7.303815499,2.620464393,-1.062096105,0.071352944,-2.358489802,-3.483176288,-3.185990669,-1.015283941,-3.838432488,-1.626930532,-3.052279689,-1.919978945,-1.76160303,-4.777222392,-1.987821322,-2.904620147,-2.48380698,-0.922919488,-15.02895687,-5.043847525,-4.833586961,-8.11187912
ZB.H16.E41,6.173285849,7.644155414,6.190085951,6.462682101,4.02288723,3.917454537,3.354477377,4.195301408,4.418054896,4.166777093,3.065162241,1.814239871,2.888235423,3.721993135,1.693856958,1.873664821,1.231219367,0.503617056,2.353926784,3.374270944,-2.50136502,-4.22252716,0.550693669,-0.368381006,-3.411830752,-3.380344643,-1.530660154,-7.692258146,-3.154480456,1.648637188,-4.605091501,-3.744008574,-1.676725469,-4.916852018,-3.644142941,-3.849275052,-9.758580614,-1.702630047,-0.708408307,-10.46890422,-1.997350948,-1.930862287
ZB.H17.E42,5.759157189,6.6184452,5.952956858,5.869048976,4.503662432,3.420691416,4.004900166,4.990778036,4.827928219,4.738068133,0.518389033,3.722818019,3.902083447,1.934625903,2.857436283,1.188833812,-3.649034461,-2.470590296,2.575844429,2.620090236,0.203516769,-4.500452651,-2.164886745,0.820124157,-5.657217854,-3.128345591,-1.997098394,0.208333174,-0.781602759,-2.148541566,-3.215990496,-6.457317349,-7.306475404,-0.407688039,-7.968230838,-9.396839976,-1.883431626,-0.28614028,-2.309487313,-1.821465296,-0.814158729,-2.872736226
ZB.H18.E43,6.444477837,7.268933326,6.552637762,5.574496495,5.039602716,4.605699934,1.838514695,5.395023978,4.112805676,-1.196726956,-1.494466758,3.75528715,1.695244581,-6.401745745,-0.8388156,4.688830958,2.040097157,-0.14511449,-7.907741365,-2.317568648,2.145726069,0.408929473,2.424647183,2.118879847,-0.412541049,-4.087792282,2.076019608,1.173651575,-1.567166981,-3.921676223,-2.50630408,-0.739467043,-6.309952538,-2.895815264,-4.00519176,-4.642661375,-1.140417662,-3.268656146,-10.83301413,-3.065957446,-0.214601273,0.553888796
ZB.H2.E27,5.027182692,7.38931787,5.210072973,5.574010129,6.054972648,2.722504923,5.331298063,6.116888636,3.369772565,0.170444734,1.861800843,1.672582731,2.16806872,4.291842517,3.895625986,0.655079563,-0.38297473,0.945437174,-13.52353318,1.055546871,-1.241901128,1.837466939,-1.129986557,-2.901553718,-0.768834623,5.467741805,-0.711018076,-10.70737176,-4.197574588,0.69883426,-0.319484208,-2.651629966,-2.662636194,-4.0264327,-3.011329551,-1.207325535,-7.542773843,2.692354095,-6.320646996,-2.741830192,-7.422752604,-0.73725659
ZB.H20.E45,4.771678092,7.536164816,4.67797185,5.566681581,5.209133975,4.157923182,1.986818381,3.677091711,3.452263706,4.209412336,1.493028021,1.220147695,1.620902198,2.837011623,0.477061682,3.227640838,0.201572385,-0.17663515,2.036016413,4.481035296,-5.411689011,1.382043053,0.435509496,-8.455358419,-1.345311266,-2.922068109,-2.107394864,-1.899846584,-2.429229663,-1.055243489,-1.906574585,-5.201511479,-3.088945467,-7.266173008,-0.004169119,-4.342425942,-4.12555404,-2.104179039,-1.001370494,-1.142465,-5.19627644,-3.474687163
ZB.H21.E46,5.981442788,6.7719407,5.06722218,6.287173218,5.502328903,4.609417414,4.434087314,5.464690503,4.096598359,2.611813339,5.356236962,2.383505819,2.678558967,1.945260949,2.70814388,2.424718897,2.947054547,2.608344298,0.217262567,-9.058414801,0.837726029,1.165161713,-1.110983116,-2.73245843,-0.693135717,0.018751543,-2.916910006,-1.952720992,-3.306422197,-0.621796285,-12.42464251,-3.245542696,-3.207807806,-0.672496454,-7.469190793,-7.688989423,-0.712504735,-3.034882143,-4.156798543,-7.609900225,-2.252213865,-1.249630153
ZB.H3.E28,0.546113022,3.44786832,2.452470015,-0.026514656,-0.269188819,-2.747890999,2.957006461,3.86017439,0.844923756,4.007589833,3.009480989,-0.803509076,3.372310845,0.086926444,-3.15545812,-3.660871982,2.895722047,-1.434871052,-3.629778865,1.433715434,1.650253664,-2.065497599,1.28796889,-1.824116712,2.762761684,1.979244575,0.009816668,-0.3262438,-1.367825298,-7.502363528,-5.648012933,-3.940064427,2.204879277,0.786107367,-3.651060923,1.987062111,-0.965046187,3.505524154,0.475116791,-0.313853728,-5.761402692,3.530534656
ZB.H4.E29,6.058571106,7.269020792,4.9074606,3.585745514,5.146434482,2.574590962,0.842005758,5.467476266,2.020738801,5.933189589,1.606154614,0.989220249,0.693098971,1.458295443,5.505321569,0.140139918,2.549129893,2.743968935,-1.629935201,4.27277664,-7.498495377,1.971481368,-0.620836688,-4.501016665,-4.603737469,-0.552997512,-1.479111865,-1.571098238,-1.363683249,-1.569769894,-1.102114407,-7.884435599,-4.395763437,-5.057415533,-3.812072217,-1.635293388,-3.330413231,-4.893496729,-0.442299265,-1.849400188,-4.21346025,-1.727975069
ZB.H5.E30,7.209675045,7.566646685,5.467042278,6.338099883,4.581792472,1.749028754,3.098950602,3.443187049,4.151193475,2.977707109,3.23386117,0.401210005,3.871466639,-1.815108242,2.140713254,-1.287332632,0.724658285,-1.139711418,-2.625833799,1.302817725,0.46879757,3.938861154,0.16459016,3.607706848,-6.738267581,-5.411588667,0.616317101,-3.713876548,-4.185640656,-2.589471832,-3.039074409,-1.830358265,-0.840997654,-9.669795455,-2.56733995,-1.743108102,-2.038230057,-4.039002487,0.191693618,-2.825874099,0.872903361,-10.01830839
ZB.H6.E31,6.51766835,5.697383482,3.798546678,3.745251321,3.143697079,1.94688953,-2.274020616,2.789067262,2.770375658,2.856731182,2.712471051,0.45396197,1.450086332,0.954046813,0.736202744,-3.077673254,1.525684058,3.444567592,0.688948487,2.253662688,-1.014993248,2.771394109,-0.787134942,-9.782642303,-3.210282045,0.421491141,-0.391819435,-0.638932917,-11.90734396,0.72033608,-6.470640779,-1.385172675,2.741825787,0.432696621,0.708093907,-7.094893738,0.542209603,-1.472487259,-4.228691613,-0.220405853,-3.281483109,1.415328221
ZB.H7.E32,6.243669517,6.467559765,4.76100716,6.888582683,2.580584657,4.211142321,4.779942228,4.863046781,4.579107016,0.38531848,3.345000471,2.612701007,1.226711784,0.160146266,0.807498924,1.579785453,-2.23588592,1.172731051,1.675713221,1.827519195,-6.666113648,0.68795066,2.385044602,0.699950118,0.132196286,-7.699947476,-1.412322691,-0.467053299,-4.150205358,-2.074273111,-1.548978616,-0.560276771,-4.152998705,-1.755200471,-2.865397972,-1.258034184,-3.135223743,-0.968485597,-3.882200545,-14.51843021,-2.962313034,-1.75956829
ZB.H8.E33,6.469257874,7.227467181,5.987555262,6.668829805,5.70043415,4.181081338,2.54624033,5.493584666,4.587145405,2.157390572,2.985722112,2.389428735,0.702900635,-0.200828288,-2.671569794,2.477827767,-1.939149764,-0.613002692,1.39540401,-6.869927156,-2.923992361,-0.694573106,-4.647291901,0.096717462,0.903194433,-6.37475236,-10.53693803,-4.918257694,-1.021353798,-1.58116981,0.577061965,0.330972604,-1.736894354,-3.450158512,0.880600737,-2.340450496,-1.956362314,-3.17067847,-0.2486245,-0.189912343,-4.117148508,-1.555780797
ZB.H9.E34,6.252282363,7.179457285,4.358000178,6.047153472,4.279522854,3.618704189,2.796714935,4.338107015,4.133105208,1.445386625,0.541753771,2.865172771,2.142004172,2.540426724,-7.137138586,2.900169929,3.187563347,-0.627447516,0.053236218,1.47320373,1.234022832,-0.688134051,0.942569071,1.072604308,-5.100925161,-3.174811657,-0.17211055,-1.741403511,-1.282023203,-1.417787296,-2.00901046,1.490812206,-7.115624056,-6.018366775,-1.459816199,-3.282571717,-3.232061318,-8.203380135,-2.595495205,-0.380007732,-4.268927996,-4.984930082
ZB.M1.E1,5.626142308,6.941797336,5.664414909,6.528639803,2.870511166,1.829232703,5.022826932,3.00400028,4.052171299,2.642911224,3.713190495,5.100623901,4.246809409,1.840931252,1.499518317,1.051891881,2.250745667,-0.760112748,0.792443298,-5.292106725,-0.066423001,-1.22617034,3.349901886,-1.32906322,-7.052412873,-8.511610647,-1.949040093,-2.184627792,-3.607245026,-1.872375909,-4.258838164,-1.972063777,-2.477936233,-1.572653438,-1.375804565,-2.631953477,-4.258389848,-1.339332128,-2.665032041,-5.034969928,-1.018511401,-5.572030694
ZB.M10.E11,6.336580766,7.488400643,5.290896093,6.710652658,4.747318042,3.600405968,4.148223439,4.576499429,3.185931784,3.247269602,1.801029593,2.171793358,2.819626608,0.193651941,2.317479311,1.932659858,-1.273886235,0.29508408,-1.202823531,1.488862687,-1.17320279,-4.201561898,1.296622107,0.359249864,0.071761538,-0.361324082,-0.676431056,-9.069719171,-2.088842177,-2.584325263,-2.334072612,-15.39438255,-1.283232845,-2.064793408,-0.209620835,-2.305719826,-3.633985983,-4.563026532,-2.859448893,-2.347462136,-1.988051558,-2.464085994
ZB.M12.E14,4.588187183,6.121161501,2.430781337,2.745045242,4.916870156,-2.009233203,3.667479648,5.993558416,-1.68097294,-1.236879216,0.135424221,-1.435936545,2.915669359,-2.320549711,-1.200503372,-1.733692938,0.872723809,1.147780842,-0.851537175,-1.019894034,1.934258247,-1.321505441,0.016266265,-2.321905709,-2.782331538,1.49110482,-0.892762161,0.228660991,0.380350741,-0.767791313,1.412063029,2.152965898,-0.212459473,-1.402085176,-4.585834739,-2.423302278,-4.597444142,-0.092178795,-0.429563589,-7.800842095,0.787297637,-0.818443759
ZB.M13.E15,6.486800439,6.399555215,5.3650766,4.527981392,3.557440666,2.623303261,3.431662878,2.415642052,3.031038192,0.618724318,1.83026876,2.824750985,2.020146061,-4.751166164,2.650696593,-5.151742371,4.206540066,3.016854441,0.455231455,-6.772134223,-9.597717985,1.771383339,2.496021346,-3.823092438,-3.347090149,0.262545979,0.295174333,1.849872446,-1.943278022,1.375962081,1.169966135,-10.30289628,-3.489858652,-1.025898681,-2.492914663,0.409634118,-3.839135621,-0.776071235,-0.60075941,-1.323871547,-0.398489704,-5.456156004
ZB.M14.E16,5.593927573,6.707097312,4.417828642,6.580353233,4.165379668,3.589616366,3.138289368,4.29336917,2.008837366,-2.189801208,1.624733558,1.630229421,0.752402793,-4.79959874,-6.321476511,-0.461322891,0.455482247,2.247436955,-9.983047494,3.662778852,-0.438576529,0.165210604,0.252289093,-0.843568083,-4.4605777,-3.993449905,1.328526165,1.148297214,1.644691413,-1.515177524,-2.141917746,0.147150409,-4.043703037,-3.77779525,-0.339191127,-4.316087907,0.209265193,-1.298724988,0.004443962,-2.181862841,-3.049920372,0.38816328
ZB.M16.E18,4.92188347,7.280137998,5.547472281,6.96600412,4.06807203,0.578302702,3.530642198,4.818111651,4.942841528,2.432572308,-2.590816509,1.061316351,1.915414881,0.332307734,0.197933359,4.131518044,0.606989788,3.442707661,-2.795470068,0.957002718,-2.589671756,0.485404339,1.924832434,0.344903335,0.612027922,-1.976596743,-0.174561546,-4.616335635,-5.611425395,-2.77460533,-3.48040189,-0.186661774,-3.048765595,-0.668007974,-6.808397626,0.805089821,-3.972208241,-1.909687016,-6.316532513,-4.166428233,-4.313329114,-3.903585714
ZB.M17.E19,5.726308308,6.890142177,3.302069486,4.386559413,4.235599531,2.698968028,2.626075228,4.44942047,1.383838905,2.849971932,0.798627399,0.875376583,-0.796687443,2.634698236,3.342777446,-0.58089091,3.939010878,1.751860106,0.745272207,2.88211834,-0.837537873,1.586846559,-2.310065653,-1.55203365,-2.278407324,-0.57867071,-0.774052982,-1.193091651,-0.222798601,-2.651061075,-5.364129411,-1.156471784,-1.312221566,-2.098586266,-2.420880649,-7.723132558,-1.636721526,-5.592563089,-2.015460026,-4.826145037,-3.045822589,-6.138108857
ZB.M18.E20,6.41333117,7.245476228,6.21565489,5.378104205,6.211735863,4.282584664,3.477952306,5.083554152,2.878949549,3.183544258,2.616869544,1.896451699,0.152191001,1.941425035,5.762268884,3.052991218,0.879266632,-2.057222427,-0.516413137,3.81469178,-2.248689608,-0.605902935,-1.153149821,-2.531757914,1.595179684,-10.78385313,-5.177973008,-8.845875613,-6.15777871,-7.479092891,-6.018440657,-4.905232538,1.909270153,-1.512228331,1.697330844,-2.839130581,-0.432553693,-1.028352772,-5.352971784,-1.6140477,0.318323277,-4.746479783
ZB.M19.E21,6.549781453,6.381241424,5.44642515,6.211513689,4.662285836,2.004450015,4.616187208,5.201804145,5.015135758,1.245336059,2.071834136,2.985819652,-0.372783189,0.514762632,-0.537713747,1.009893099,-3.120153674,-4.957944802,1.53815598,-0.728474588,0.577798441,1.418335559,3.071588723,0.245432991,-4.254916531,-3.363882522,-0.072730068,-3.610490967,2.029697514,-0.985488001,-0.234048959,1.849572976,-16.35888819,0.37384254,-0.345023626,0.251628321,-1.110977872,-6.531918022,-1.703342206,-10.24203879,-1.306314029,-5.435393509
ZB.M2.E2,5.834535051,6.547813215,5.601098283,4.485152185,3.814463398,2.85881717,4.12097146,-2.303844219,0.988473282,0.78865856,0.964376961,1.760788984,-1.417564836,1.036912234,-3.512897675,1.62363962,2.187385775,2.236812495,3.364695795,1.650103322,-1.378820569,1.659933535,-2.604728181,-4.80805294,0.538001181,-2.653675019,2.138134127,-1.605125311,2.307445653,-6.878110639,-1.965368531,-1.747390046,-4.836067757,-2.192403257,-3.735537711,-2.751789275,0.883347317,-8.509189598,0.445588548,-2.050187655,-0.818624717,-2.067770216
ZB.M20.E22,5.771893485,7.417733436,5.429211605,5.622982444,5.450383073,3.148453273,3.511688072,6.316726595,2.913397455,0.903384795,1.094631415,1.145085495,0.143681222,4.768991078,4.582268476,3.426811055,4.901447495,3.863655351,1.366747881,3.154278393,-8.324175654,-4.095505381,-6.64998854,-6.985849501,0.344131313,-0.164936857,-2.654010808,0.285582536,-0.126829197,-2.704296879,-5.454235494,-6.659660677,-5.158849887,-5.087425067,1.369548903,-1.896317343,-5.445006946,-5.02189356,-1.346561546,-1.82805662,-4.563725147,-2.765389743
ZB.M21.E23,4.946590836,6.068817531,4.951133027,7.010681484,3.602890159,4.130657218,2.957452863,3.670752753,2.46711349,1.32577632,4.371676594,2.110435697,3.187984813,3.749569306,2.61542863,1.146668057,1.839582351,-6.103559044,1.150490353,-7.884587353,-3.302588988,-1.632001991,0.53358178,-5.435170224,2.271479101,-7.683243014,-2.174619137,-9.829273095,-1.895540236,0.99203021,-1.133545292,-7.613236497,-1.8423472,-2.117753637,2.391622329,-1.910416868,-3.793325307,-6.099532426,-0.413183595,0.212547229,0.547571876,2.611389896
ZB.M22.E24,5.651086468,8.231749308,5.60710095,4.522061188,4.899703007,4.187220455,2.938387277,5.602089904,4.633003847,4.464647922,1.769685124,1.229137398,2.480880382,4.61202064,3.473495643,1.453603539,-4.430000415,-2.852094395,-1.080485646,7.401680768,-2.687730143,-4.109038909,-4.828621667,-0.489408501,-0.430149874,1.266275426,-4.141192999,-1.099258167,1.182305231,-1.06401889,-2.188042313,-1.58895198,-0.735103132,-0.197135059,-8.322725632,-0.11463866,-2.380948963,-4.466935431,-4.633010999,-3.106243176,0.900117264,-21.56051679
